subject,condition,block,group,item,word,phoneme,accuracy,raw_rt,means,adjusted_rt,new_rt,new_rt_3_5
27,target1,block1,7,31,sought,s,1,2872,1315.625,1556.375,2872,2872
3,target2,block2,12,58,mop,o,1,2760,1206.5,1553.5,2760,2760
25,target1,block3,24,118,pass,s,1,2898,1347.375,1550.625,2898,2898
18,target1,block4,28,137,mass,s,1,2677,1136.25,1540.75,2677,2677
16,target2,block3,20,97,foster,o,1,2607,1081.625,1525.375,2607,2607
15,target2,block1,3,11,cop,o,1,2782,1257,1525,2782,2782
23,target1,block1,4,19,myth,th,1,2888,1364.625,1523.375,2888,2888
7,target1,block3,24,118,pass,s,1,2586,1064,1522,2586,2586
23,target1,block2,15,74,thigh,th,1,2886,1364.625,1521.375,2886,2886
23,target1,block4,26,129,forth,th,1,2602,1082,1520,2602,2602
15,target2,block4,28,138,sacks,no,1,2776,1266.75,1509.25,2776,2776
27,target1,block1,7,34,worse,s,1,2824,1315.625,1508.375,2824,2824
32,target2,block4,31,152,socks,o,1,2509,1005.875,1503.125,2509,2509
12,target2,block4,25,121,backs,no,1,2930,1431,1499,2930,2930
12,target1,block4,32,156,mouse,s,0,2928,1431,1497,2928,2928
1,target2,block1,1,3,battle,no,0,2701,1209.875,1491.125,2701,2701
13,target1,block1,5,22,seem,s,1,2903,1414,1489,2903,2903
6,target2,block2,14,69,cap,no,1,2761,1278.75,1482.25,2761,2761
3,target1,block2,12,57,myth,th,0,2686,1206.5,1479.5,2686,2686
23,target1,block2,10,46,growth,th,0,2840,1364.625,1475.375,2840,2840
33,target2,block1,4,17,bod,o,1,2775,1303,1472,2775,2775
29,target1,block1,4,19,myth,th,1,2961,1491.5,1469.5,2961,2961
27,target1,block2,13,62,worse,s,1,2782,1315.625,1466.375,2782,2782
37,target2,block4,27,132,lack,no,1,2877,1411.333333,1465.666667,2877,2877
20,target1,block4,32,156,mouse,s,0,2695,1229.75,1465.25,2695,2695
32,filler,block1,1,5,fell,fell,1,2957,1495.25,1461.75,2957,2957
4,target1,block1,7,31,sought,s,1,2647,1189.875,1457.125,2647,2647
33,target2,block1,1,2,black,no,1,2760,1303,1457,2760,2760
10,target1,block3,17,82,sigh,s,0,2700,1249.625,1450.375,2700,2700
9,target2,block2,16,77,battle,no,1,2811,1371.375,1439.625,2811,2811
11,target2,block1,1,3,bottle,o,1,2859,1419.571429,1439.428571,2859,2859
32,target1,block1,1,1,thought,th,1,2934,1495.25,1438.75,2934,2934
30,filler,block4,28,140,meet,meet,1,2855,1417.125,1437.875,2855,2855
37,target2,block4,25,121,box,o,0,2848,1411.333333,1436.666667,2848,2848
33,target1,block1,3,12,pass,s,1,2734,1303,1431,2734,2734
35,target1,block1,1,1,thought,th,1,2996,1573.285714,1422.714286,2996,2996
29,target1,block4,25,124,faith,th,1,2760,1339.75,1420.25,2760,2760
35,target1,block1,2,6,theme,th,1,2993,1573.285714,1419.714286,2993,2993
29,target2,block1,7,32,cop,o,0,2910,1491.5,1418.5,2910,2910
6,target2,block1,4,18,mop,o,1,2695,1278.75,1416.25,2695,2695
4,target1,block4,31,151,face,s,1,2496,1087.25,1408.75,2496,2496
18,target2,block1,3,11,cop,o,1,2454,1047.25,1406.75,2454,2454
16,target2,block1,8,36,bottle,o,0,2762,1358,1404,2762,2762
30,target1,block3,23,114,worse,s,0,2957,1565.428571,1391.571429,2957,2957
29,target2,block1,5,21,foster,o,1,2883,1491.5,1391.5,2883,2883
16,target2,block4,27,132,lack,no,1,2597,1210.5,1386.5,2597,2597
7,target1,block1,5,23,path,th,1,2686,1303.666667,1382.333333,2686,2686
3,target2,block1,3,11,cop,o,1,2587,1206.5,1380.5,2587,2587
26,target2,block4,30,146,box,o,1,2516,1144.25,1371.75,2516,2516
19,filler,block2,14,70,fool,fool,1,2895,1524.75,1370.25,2895,2895
8,target1,block3,24,116,seem,s,1,2420,1052.25,1367.75,2420,2420
19,target1,block4,27,131,thumb,th,1,2662,1295.75,1366.25,2662,2662
21,target2,block1,8,36,battle,no,1,2889,1523.428571,1365.571429,2889,2889
32,target2,block1,3,11,cop,o,1,2853,1495.25,1357.75,2853,2853
30,target1,block2,16,76,miss,s,0,2737,1379.714286,1357.285714,2737,2737
6,target1,block4,28,137,mass,s,1,2129,772.125,1356.875,2129,2129
16,target2,block4,26,128,hot,o,1,2566,1210.5,1355.5,2566,2566
21,target1,block1,8,37,sigh,s,1,2877,1523.428571,1353.571429,2877,2877
7,target2,block4,32,157,top,o,1,2637,1287.25,1349.75,2637,2637
17,target1,block4,28,139,thin,th,1,2984,1635.857143,1348.142857,2984,2984
24,target1,block2,10,46,gross,s,1,2905,1564.375,1340.625,2905,2905
32,target2,block4,27,132,lack,no,1,2345,1005.875,1339.125,2345,2345
20,filler,block3,22,110,tide,tide,1,2584,1246.375,1337.625,2584,2584
15,target2,block2,9,41,black,no,1,2590,1257,1333,2590,2590
32,target1,block3,17,82,thigh,th,1,2343,1011.375,1331.625,2343,2343
19,target2,block4,26,128,hat,no,0,2625,1295.75,1329.25,2625,2625
17,target1,block4,26,126,mouse,s,1,2964,1635.857143,1328.142857,2964,2964
15,filler,block2,13,65,cheek,cheek,1,2582,1257,1325,2582,2582
17,filler,block4,28,140,meet,meet,1,2957,1635.857143,1321.142857,2957,2957
10,target1,block4,31,154,sin,s,1,2731,1410.571429,1320.428571,2731,2731
17,target1,block1,3,14,sigh,s,0,2402,1082.125,1319.875,2402,2402
15,target1,block1,1,1,sought,s,0,2572,1257,1315,2572,2572
30,filler,block1,2,10,leak,leak,1,2694,1379.714286,1314.285714,2694,2694
30,target2,block3,20,97,foster,o,1,2873,1565.428571,1307.571429,2873,2873
20,target2,block2,15,73,bod,o,1,2692,1385.857143,1306.142857,2692,2692
4,filler,block2,11,55,tense,tense,1,2496,1189.875,1306.125,2496,2496
23,target2,block3,20,98,mop,o,1,2483,1181.75,1301.25,2483,2483
34,target2,block4,27,134,rot,o,1,2852,1552.857143,1299.142857,2852,2852
1,target2,block1,3,11,cap,no,0,2507,1209.875,1297.125,2507,2507
15,target1,block4,25,124,faith,th,1,2560,1266.75,1293.25,2560,2560
16,target2,block1,5,21,foster,o,1,2649,1358,1291,2649,2649
21,target1,block1,7,34,worth,th,0,2812,1523.428571,1288.571429,2812,2812
30,target2,block1,3,13,pat,no,1,2668,1379.714286,1288.285714,2668,2668
2,target2,block2,11,54,cap,no,0,2535,1247.375,1287.625,2535,2535
19,target1,block1,3,12,path,th,0,2805,1524.75,1280.25,2805,2805
27,target1,block3,24,116,theme,th,0,2979,1698.875,1280.125,2979,2979
10,target2,block3,17,81,bod,o,1,2528,1249.625,1278.375,2528,2528
35,target1,block4,30,147,thick,th,1,2314,1039.142857,1274.857143,2314,2314
13,filler,block3,22,110,tide,tide,1,2508,1237.125,1270.875,2508,2508
13,filler,block1,1,5,fell,fell,1,2684,1414,1270,2684,2684
3,target1,block2,13,62,worth,th,0,2476,1206.5,1269.5,2476,2476
30,target1,block1,4,16,gross,s,1,2643,1379.714286,1263.285714,2643,2643
15,target2,block1,3,13,pat,no,1,2514,1257,1257,2514,2514
20,target2,block4,28,136,stamp,no,0,2486,1229.75,1256.25,2486,2486
6,target1,block1,6,26,growth,th,1,2533,1278.75,1254.25,2533,2533
30,target2,block4,28,138,sacks,no,1,2666,1417.125,1248.875,2666,2666
36,target2,block4,31,152,socks,o,1,2252,1010,1242,2252,2252
8,target2,block1,4,18,mop,o,1,2390,1149.25,1240.75,2390,2390
30,target2,block4,27,134,rat,no,0,2656,1417.125,1238.875,2656,2656
14,filler,block2,13,65,cheek,cheek,1,2611,1373.5,1237.5,2611,2611
33,target1,block4,25,124,face,s,0,2287,1050.125,1236.875,2287,2287
29,filler,block1,1,5,fell,fell,1,2728,1491.5,1236.5,2728,2728
16,target2,block4,26,127,rock,o,1,2443,1210.5,1232.5,2443,2443
23,target1,block3,19,94,path,th,1,2411,1181.75,1229.25,2411,2411
7,target1,block1,3,14,thigh,th,1,2531,1303.666667,1227.333333,2531,2531
24,target2,block2,12,56,bottle,o,1,2789,1564.375,1224.625,2789,2789
33,target1,block4,30,148,thing,th,1,2271,1050.125,1220.875,2271,2271
37,filler,block1,1,5,fell,fell,1,2973,1755.25,1217.75,2973,2973
2,target2,block1,5,24,block,o,1,2461,1247.375,1213.625,2461,2461
16,target2,block3,23,112,cop,o,1,2295,1081.625,1213.375,2295,2295
27,target2,block4,29,141,rack,no,1,2802,1592.428571,1209.571429,2802,2802
26,filler,block3,20,100,eyes,eyes,1,2468,1260.625,1207.375,2468,2468
37,target1,block3,22,107,sigh,s,1,2911,1704.125,1206.875,2911,2911
22,target1,block4,31,151,face,s,1,2181,977.5,1203.5,2181,2181
11,target2,block4,29,141,rack,no,1,2609,1407.5,1201.5,2609,2609
23,target1,block3,19,91,thought,th,1,2383,1181.75,1201.25,2383,2383
36,target2,block2,16,77,battle,no,1,2889,1691.25,1197.75,2889,2889
20,target2,block3,23,112,cop,o,1,2444,1246.375,1197.625,2444,2444
13,target2,block4,25,121,backs,no,1,2557,1363,1194,2557,2557
15,target1,block2,10,49,worth,th,1,2450,1257,1193,2450,2450
11,target1,block2,10,49,worse,s,0,2612,1419.571429,1192.428571,2612,2612
8,target2,block4,28,136,stomp,o,1,2129,937.875,1191.125,2129,2129
16,target2,block4,29,141,rock,o,0,2396,1210.5,1185.5,2396,2396
10,target2,block1,8,36,battle,no,1,2579,1394.875,1184.125,2579,2579
22,target1,block4,26,129,forth,th,1,2161,977.5,1183.5,2161,2161
11,target2,block1,5,21,foster,o,1,2602,1419.571429,1182.428571,2602,2602
33,target1,block1,7,34,worse,s,1,2483,1303,1180,2483,2483
7,target2,block4,28,136,stomp,o,1,2465,1287.25,1177.75,2465,2465
5,target2,block1,3,13,pat,no,1,2678,1500.75,1177.25,2678,2678
14,filler,block3,22,110,tide,tide,1,2687,1509.75,1177.25,2687,2687
25,filler,block1,1,5,fell,fell,1,2474,1298,1176,2474,2474
36,target2,block3,22,108,battle,no,0,2784,1608.25,1175.75,2784,2784
10,target2,block3,18,89,black,no,1,2425,1249.625,1175.375,2425,2425
29,target2,block1,8,36,battle,no,1,2665,1491.5,1173.5,2665,2665
13,target1,block1,8,38,think,th,0,2587,1414,1173,2587,2587
3,target2,block4,28,136,stomp,o,1,2068,898.5,1169.5,2068,2068
23,target1,block1,3,14,thigh,th,1,2532,1364.625,1167.375,2532,2532
34,target2,block4,29,141,rack,no,1,2719,1552.857143,1166.142857,2719,2719
8,target1,block4,30,147,thick,th,1,2104,937.875,1166.125,2104,2104
37,target1,block1,2,8,worth,th,1,2921,1755.25,1165.75,2921,2921
31,target2,block2,15,73,bod,o,1,2769,1603.875,1165.125,2769,2769
30,target1,block4,28,137,mass,s,1,2577,1417.125,1159.875,2577,2577
23,target1,block3,21,104,growth,th,1,2341,1181.75,1159.25,2341,2341
12,target2,block1,2,9,band,no,1,2876,1718.125,1157.875,2876,2876
24,target1,block3,21,104,growth,th,1,2587,1431.25,1155.75,2587,2587
31,target2,block4,26,127,rock,o,1,2782,1627.166667,1154.833333,2782,2782
10,target2,block1,1,3,battle,no,0,2549,1394.875,1154.125,2549,2549
36,target1,block4,28,137,mass,s,1,2161,1010,1151,2161,2161
13,target2,block4,26,127,rock,o,1,2513,1363,1150,2513,2513
10,filler,block3,20,100,eyes,eyes,1,2392,1249.625,1142.375,2392,2392
2,filler,block2,13,65,cheek,cheek,1,2389,1247.375,1141.625,2389,2389
20,target2,block1,4,18,mop,o,1,2525,1385.857143,1139.142857,2525,2525
33,target1,block3,17,82,thigh,th,1,1999,861.875,1137.125,1999,1999
27,filler,block2,13,65,cheek,cheek,1,2451,1315.625,1135.375,2451,2451
27,target2,block1,3,11,cap,no,0,2449,1315.625,1133.375,2449,2449
28,target2,block4,28,138,sacks,no,1,2824,1698.428571,1125.571429,2824,2824
15,target1,block3,24,116,seem,s,1,2243,1118.142857,1124.857143,2243,2243
18,target1,block2,9,42,think,th,0,2169,1047.25,1121.75,2169,2169
30,target1,block1,3,12,pass,s,1,2500,1379.714286,1120.285714,2500,2500
21,target1,block1,4,19,myth,th,1,2643,1523.428571,1119.571429,2643,2643
15,target1,block1,8,37,sigh,s,1,2375,1257,1118,2375,2375
24,filler,block4,28,140,meet,meet,1,2625,1509.875,1115.125,2625,2625
18,target2,block4,28,138,sacks,no,1,2251,1136.25,1114.75,2251,2251
27,target1,block2,15,71,pass,s,1,2430,1315.625,1114.375,2430,2430
3,target2,block1,4,18,mop,o,1,2320,1206.5,1113.5,2320,2320
5,target2,block2,12,56,bottle,o,1,2612,1500.75,1111.25,2612,2612
1,target2,block4,28,136,stamp,no,0,2154,1044.625,1109.375,2154,2154
28,target2,block4,26,127,rock,o,1,2805,1698.428571,1106.571429,2805,2805
3,target1,block4,30,148,thing,th,1,2003,898.5,1104.5,2003,2003
4,target1,block1,5,22,seem,s,1,2294,1189.875,1104.125,2294,2294
31,target2,block2,12,56,battle,no,0,2704,1603.875,1100.125,2704,2704
12,target2,block4,27,134,rot,o,1,2531,1431,1100,2531,2531
28,filler,block1,1,5,fell,fell,1,2914,1814.25,1099.75,2914,2914
37,target1,block4,31,151,face,s,1,2510,1411.333333,1098.666667,2510,2510
3,target1,block1,7,31,sought,s,1,2301,1206.5,1094.5,2301,2301
24,target2,block4,29,141,rack,no,1,2604,1509.875,1094.125,2604,2604
3,target1,block2,10,49,worth,th,1,2300,1206.5,1093.5,2300,2300
12,target1,block1,1,4,sink,s,0,2811,1718.125,1092.875,2811,2811
13,target1,block3,23,111,think,th,1,2330,1237.125,1092.875,2330,2330
12,target2,block1,4,17,bod,o,1,2809,1718.125,1090.875,2809,2809
3,target1,block3,22,107,sigh,s,1,2136,1049,1087,2136,2136
7,filler,block4,29,145,name,name,1,2373,1287.25,1085.75,2373,2373
10,target2,block4,27,134,rot,o,1,2493,1410.571429,1082.428571,2493,2493
16,target2,block2,11,54,cop,o,1,2439,1358,1081,2439,2439
32,target2,block2,11,54,cop,o,1,2567,1495.25,1071.75,2567,2567
21,target2,block4,30,146,box,o,1,2588,1516.25,1071.75,2588,2588
1,target1,block3,18,86,growth,th,0,2204,1134.625,1069.375,2204,2204
11,target2,block1,2,9,band,no,1,2488,1419.571429,1068.428571,2488,2488
16,target1,block4,29,142,force,s,1,2277,1210.5,1066.5,2277,2277
24,target2,block4,28,136,stomp,o,1,2576,1509.875,1066.125,2576,2576
29,target2,block2,11,54,cop,o,1,2556,1491.5,1064.5,2556,2556
26,target2,block2,14,66,pat,no,1,2383,1321.375,1061.625,2383,2383
25,target2,block4,28,136,stamp,no,0,2120,1058.875,1061.125,2120,2120
13,target2,block4,27,134,rot,o,1,2421,1363,1058,2421,2421
37,target1,block1,6,29,miss,s,1,2812,1755.25,1056.75,2812,2812
18,target2,block2,11,54,cop,o,1,2101,1047.25,1053.75,2101,2101
25,filler,block3,20,100,eyes,eyes,1,2400,1347.375,1052.625,2400,2400
20,target2,block2,11,54,cop,o,1,2437,1385.857143,1051.142857,2437,2437
23,target1,block4,31,154,thin,th,0,2131,1082,1049,2131,2131
2,target2,block4,28,138,sacks,no,1,2140,1091.25,1048.75,2140,2140
14,filler,block4,28,140,meet,meet,1,2391,1343.75,1047.25,2391,2391
19,target2,block4,28,138,sacks,no,1,2342,1295.75,1046.25,2342,2342
15,target2,block1,6,28,bad,no,1,2303,1257,1046,2303,2303
7,target2,block3,23,112,cop,o,1,2108,1064,1044,2108,2108
11,target1,block1,3,14,thigh,th,1,2462,1419.571429,1042.428571,2462,2462
34,target2,block3,17,84,bond,o,1,2936,1895.125,1040.875,2936,2936
33,target1,block4,31,154,sin,s,1,2090,1050.125,1039.875,2090,2090
5,target2,block3,17,81,bod,o,1,2087,1049.875,1037.125,2087,2087
15,target1,block2,15,74,thigh,th,1,2293,1257,1036,2293,2293
16,filler,block4,32,160,post,post,1,2244,1210.5,1033.5,2244,2244
14,filler,block3,20,100,eyes,eyes,1,2543,1509.75,1033.25,2543,2543
31,target2,block4,25,121,backs,no,1,2660,1627.166667,1032.833333,2660,2660
31,target1,block1,4,19,miss,s,0,2636,1603.875,1032.125,2636,2636
11,filler,block1,2,10,leak,leak,1,2449,1419.571429,1029.428571,2449,2449
13,target2,block1,8,36,battle,no,1,2442,1414,1028,2442,2442
30,target1,block4,29,142,force,s,1,2441,1417.125,1023.875,2441,2441
11,target2,block4,31,152,socks,o,1,2428,1407.5,1020.5,2428,2428
33,target2,block1,2,9,band,no,1,2322,1303,1019,2322,2322
3,target2,block3,20,98,mop,o,1,2066,1049,1017,2066,2066
12,target2,block4,29,143,stomp,o,0,2447,1431,1016,2447,2447
2,target1,block1,6,26,growth,th,1,2263,1247.375,1015.625,2263,2263
29,target2,block2,15,73,bad,no,0,2507,1491.5,1015.5,2507,2507
27,target1,block1,5,23,path,th,1,2328,1315.625,1012.375,2328,2328
19,target1,block3,17,82,thigh,th,1,2169,1156.75,1012.25,2169,2169
31,target2,block4,28,138,sacks,no,1,2638,1627.166667,1010.833333,2638,2638
7,target1,block4,27,131,thumb,th,1,2298,1287.25,1010.75,2298,2298
25,target1,block1,6,26,gross,s,0,2307,1298,1009,2307,2307
23,target1,block3,23,114,worth,th,1,2188,1181.75,1006.25,2188,2188
24,filler,block3,17,85,froze,froze,1,2437,1431.25,1005.75,2437,2437
16,target2,block4,28,138,sacks,no,1,2214,1210.5,1003.5,2214,2214
9,filler,block1,2,10,leak,leak,1,2373,1371.375,1001.625,2373,2373
31,target1,block2,14,67,sink,s,0,2605,1603.875,1001.125,2605,2605
15,target2,block2,11,52,bad,no,1,2253,1257,996,2253,2253
27,filler,block4,25,125,beat,beat,1,2586,1592.428571,993.5714286,2586,2586
23,target2,block4,25,121,backs,no,1,2075,1082,993,2075,2075
23,target2,block2,11,54,cop,o,1,2357,1364.625,992.375,2357,2357
16,filler,block1,8,40,dental,dental,1,2350,1358,992,2350,2350
19,filler,block1,1,5,fell,fell,1,2516,1524.75,991.25,2516,2516
26,target2,block4,30,149,hat,no,1,2135,1144.25,990.75,2135,2135
30,target2,block4,25,121,backs,no,1,2407,1417.125,989.875,2407,2407
18,target1,block3,18,86,gross,s,1,2147,1157.25,989.75,2147,2147
2,target2,block1,4,17,bod,o,1,2234,1247.375,986.625,2234,2234
23,target1,block2,9,42,think,th,0,2348,1364.625,983.375,2348,2348
3,target1,block3,17,82,thigh,th,1,2032,1049,983,2032,2032
34,target2,block4,32,157,top,o,1,2534,1552.857143,981.1428571,2534,2534
31,target2,block1,6,28,bad,no,1,2585,1603.875,981.125,2585,2585
26,filler,block1,1,5,fell,fell,1,2302,1321.375,980.625,2302,2302
25,target1,block4,26,126,mouse,s,1,2039,1058.875,980.125,2039,2039
13,target1,block4,31,154,sin,s,1,2339,1363,976,2339,2339
2,target2,block1,1,3,battle,no,0,2222,1247.375,974.625,2222,2222
19,target2,block4,26,127,rock,o,1,2270,1295.75,974.25,2270,2270
27,target1,block1,6,26,growth,th,1,2289,1315.625,973.375,2289,2289
15,target1,block4,29,142,force,s,1,2239,1266.75,972.25,2239,2239
36,target2,block4,27,132,lack,no,1,1981,1010,971,1981,1981
31,target1,block2,16,76,miss,s,0,2571,1603.875,967.125,2571,2571
8,target1,block4,27,131,thumb,th,1,1905,937.875,967.125,1905,1905
6,target1,block4,27,131,thumb,th,1,1739,772.125,966.875,1739,1739
6,target1,block1,3,14,sigh,s,0,2242,1278.75,963.25,2242,2242
23,target1,block3,20,99,worse,s,1,2144,1181.75,962.25,2144,2144
17,target1,block2,13,62,worth,th,0,2042,1082.125,959.875,2042,2042
5,target2,block4,27,134,rot,o,1,2105,1145.857143,959.1428571,2105,2105
31,target2,block1,1,2,black,no,1,2561,1603.875,957.125,2561,2561
5,filler,block1,2,10,leak,leak,1,2457,1500.75,956.25,2457,2457
22,target2,block4,26,127,rock,o,1,1933,977.5,955.5,1933,1933
17,target1,block2,15,71,pass,s,1,2036,1082.125,953.875,2036,2036
31,target2,block4,27,134,rot,o,1,2581,1627.166667,953.8333333,2581,2581
11,filler,block3,20,100,eyes,eyes,1,2107,1153.571429,953.4285714,2107,2107
10,filler,block4,28,140,meet,meet,1,2364,1410.571429,953.4285714,2364,2364
5,target2,block4,32,158,lock,o,1,2099,1145.857143,953.1428571,2099,2099
